lowest_taxon,transient,genus,site_code,collection_date,max_forklength,my_rep,carbon,nitrogen,sulfur,c_percent,n_percent,s_percent,order,family,species,guild,transient_type,is_diadromous,id
P.clarkii,Resident,Procambarus,TR,2020-09-15,NA,2,-19.62,12.8,NA,44.12,13.51,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
Macrophyte,NA,NA,AR,2020-01-15,NA,1,-29.03167349,13.30232569,4.34,39.08,4.57,0.34,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,AR,2020-01-15,NA,2,-31.61253847,15.80873554,2.96,40.81,5.73,0.31,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,AR,2020-01-15,NA,3,-30.26206219,7.98526452,4.14,32.16,2.95,0.38,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,AR,2020-01-15,NA,1,-28.64105367,10.80571763,2.39,16.53,1.31,0.25,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,AR,2020-01-15,NA,2,-29.70649323,11.59253881,2.36,19.57,1.61,0.29,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,AR,2020-01-15,NA,3,-28.52092935,10.94674699,2.23,14.72,1.31,0.26,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,AR,2020-01-15,NA,1,-22.97621251,9.612642874,4.25,12.22,1.15,0.22,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,BB,2020-01-15,NA,3,-21.79792417,8.691688155,18.86,34.43,2.01,1.74,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,BB,2020-01-15,NA,1,-12.12476895,5.630198444,17.42,33.04,1.05,0.24,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,BB,2020-01-15,NA,2,-14.33621201,8.156956231,13.2,45.48,1.04,0.36,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,BB,2020-01-15,NA,2,-15.35775736,6.251369523,16.58,4.41,0.4,0.37,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,BB,2020-01-15,NA,3,-19.73993886,6.729815865,17.72,29.18,1.95,2.84,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,CB,2020-01-15,NA,1,-13.97289624,9.67247898,11.9,37.75,1.18,0.23,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,CB,2020-01-15,NA,2,-13.96271933,12.5716251,17.65,42.41,1.49,0.45,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,CB,2020-01-15,NA,4,-25.73435388,9.783850511,17,40.12,2.2,0.6,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,CB,2020-01-15,NA,3,-24.46834598,9.000522968,14.24,41.43,2.88,0.38,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,CB,2020-01-15,NA,1,-23.18526832,6.730267941,19.88,26.73,1.79,2.26,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,EM,2020-01-15,NA,1,-27.80421417,9.836733114,8.2,36.75,4.9,0.3,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,EM,2020-01-15,NA,1,-27.90041737,9.859933016,8.2,27.95,3.25,0.3,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,EM,2020-01-15,NA,1,-20.83410187,12.05195158,8.9,5.13,0.53,0.17,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,EM,2020-01-15,NA,2,-21.49446709,5.717257517,9.36,1.31,0.23,0.22,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,GC,2020-01-15,NA,2,-29.03600109,14.54739335,5.27,39.27,3.91,0.26,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,GC,2020-01-15,NA,3,-30.16981657,18.14285949,4.89,37.68,4.05,0.28,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,GC,2020-01-15,NA,1,-29.25847794,10.43565564,2.93,39.84,2.52,0.24,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,GC,2020-01-15,NA,4,-33.083446790000004,16.31697036,5.43,42.1,4.84,0.36,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,GC,2020-01-15,NA,1,-30.99944614,10.81228604,4.42,13.82,1.1,0.32,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,GC,2020-01-15,NA,2,-31.40402174,7.587024557,4.9,13.94,1.17,0.33,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,GC,2020-01-15,NA,1,-23.41136058,12.95735289,11.29,21.91,2.31,1.53,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,HB,2020-01-15,NA,1,-13.40604222,13.54481049,13.59,42.69,1.31,0.26,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,HB,2020-01-15,NA,1,-19.74197993,14.98262465,17.41,13.87,1.02,0.55,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,HB,2020-01-15,NA,2,-13.60141494,14.80400805,19.99,7.95,0.69,1.02,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,LB,2020-01-15,NA,1,-13.04679721,9.095896953,9.87,44.44,2.38,0.3,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,LB,2020-01-15,NA,2,-27.3921729,6.336044017,17.97,38.81,2.12,0.52,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,LB,2020-01-15,NA,1,-17.50292399,7.723470613,17.16,12.01,1.56,1.21,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,LN,2020-01-15,NA,1,-28.82711755,9.26000324,10.96,38.42,3.67,0.28,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,LN,2020-01-15,NA,2,-27.8572578,5.227661536,13.15,27.61,1.98,0.51,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,LN,2020-01-15,NA,3,-13.65842965,8.265059309,12.05,38.62,2.66,0.5,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,LN,2020-01-15,NA,4,-30.73630631,7.253549776,11.79,38.18,5.11,0.45,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,LN,2020-01-15,NA,5,-30.20507148,6.611684002,11.05,31.71,2.85,0.39,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,LN,2020-01-15,NA,6,-28.67899612,9.393155596,10.5,38.45,3.5,0.51,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,LN,2020-01-15,NA,1,-20.54003906,9.650935325,10.4,14.32,1.61,0.3,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,LN,2020-01-15,NA,2,-21.17889459,9.415752914,14.02,25.71,2.78,1.15,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,LN,2020-01-15,NA,1,-20.93804825,5.444497226,13.77,18.22,2.08,0.14,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,LN,2020-01-15,NA,2,-12.09751076,5.862991367,10.8,13.58,1.03,0.21,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,LN,2020-01-15,NA,3,-14.64012068,9.166116255,17.18,11.4,0.83,0.91,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,LN,2020-01-15,NA,4,-10.14087306,2.99641971,10.03,15.63,1.2,0.16,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,MR,2020-01-15,NA,1,-31.9341289,0.882957742,9.67,36.43,3.2,0.12,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,MR,2020-01-15,NA,2,-29.88856951,1.107280755,8.87,37.94,2.62,0.41,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,MR,2020-01-15,NA,3,-28.88207287,3.331823137,8.81,21.37,1.2,0.34,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,MR,2020-01-15,NA,1,-27.82399532,9.4092964,12.34,6.91,0.65,0.27,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,MR,2020-01-15,NA,2,-31.601683,5.497516954,10.12,44.2,4.64,0.26,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,MR,2020-01-15,NA,1,-23.7812874,9.738415467,14.54,12.85,1,0.6,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,NB,2020-01-15,NA,2,-23.6063615,8.913362121,7.72,39.4,1.58,0.27,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,NB,2020-01-15,NA,3,-14.77076617,5.082697783,9.74,42.14,0.85,0.23,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,NB,2020-01-15,NA,4,-27.21509463,8.565032878,5.88,41.95,1.16,0.47,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,NB,2020-01-15,NA,1,-23.46489518,7.933482296,18.57,16.88,1.51,2.02,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,NB,2020-01-15,NA,2,-23.74555944,8.618343145,19.35,25.71,2.06,2.68,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,PD,2020-01-15,NA,1,-29.57919137,6.828263576,8.41,41.45,3.1,0.18,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,PD,2020-01-15,NA,2,-27.91424851,5.438973788,10.88,34.77,1.1,0.29,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,PD,2020-01-15,NA,1,-23.37887884,3.34869422,10.09,14.42,0.8,0.26,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,PD,2020-01-15,NA,1,-27.29508259,2.924323044,9.1,31.72,1.1,0.1,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,PL,2020-01-15,NA,1,-25.39347533,11.1712233,12.43,15.73,1.55,0.42,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,PL,2020-01-15,NA,2,-25.72365794,10.66378194,12.48,16.58,1.49,0.39,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,PL,2020-01-15,NA,1,-20.51411008,10.89635989,4.11,10.51,0.81,0.42,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,SF,2020-01-15,NA,1,-30.13281541,24.70130926,-1.54,40.02,5.6,0.34,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,SF,2020-01-15,NA,1,-15.1578144,13.23234644,12.94,11.44,0.7,0.19,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,TR,2020-01-15,NA,1,-18.71532073,15.06583208,9.06,14.09,1.27,0.32,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,TR,2020-01-15,NA,1,-25.57996736,9.94813468,11.89,4.72,0.64,1.16,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,UN,2020-01-15,NA,1,-29.4367146,11.36871251,8.52,31.97,2.39,0.44,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,UN,2020-01-15,NA,2,-30.19082381,8.842699104,5.31,7.74,1.22,0.34,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,UN,2020-01-15,NA,3,-29.563926,8.824673619,8.63,39.63,3.34,0.33,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,UN,2020-01-15,NA,4,-30.21728378,11.76011406,4.34,37.93,1.19,0.45,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,UN,2020-01-15,NA,5,-18.39680005,7.551479358,3.46,33.87,1.72,0.36,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Filamentous_algae,NA,NA,UN,2020-01-15,NA,1,-19.82566388,7.507009959,7.74,9.59,1,0.2,NA,NA,Filamentous Algae,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,UN,2020-01-15,NA,1,-14.83184245,9.58585542,7.38,13.54,0.93,0.33,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,UN,2020-01-15,NA,2,-20.24497736,9.31447513,9.08,11.71,0.84,0.32,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,UN,2020-01-15,NA,3,-11.16136871,7.113156542,11.06,14.55,0.85,0.18,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Periphyton,NA,NA,UN,2020-01-15,NA,4,-26.3763369,9.083994007,8.61,5.02,0.6,0.32,NA,NA,Periphyton,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,WM,2020-01-15,NA,1,-26.54691384,7.111344004,8.79,43.64,1.81,0.18,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,WM,2020-01-15,NA,2,-31.67816875,10.78657647,5.19,35.35,3.91,0.19,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Macrophyte,NA,NA,WM,2020-01-15,NA,3,-29.23500561,8.29566589,7.72,31.52,2.28,0.26,NA,NA,Macrophyte,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,AR,2020-01-15,NA,1,-21.14725517,8.43785685,4.59,37.51,1.56,0.26,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,AR,2020-01-15,NA,2,-28.26390102,11.12605914,4.58,47.11,1.21,0.25,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,AR,2020-01-15,NA,3,-28.82602946,7.073647898,3.8,47.98,1.25,0.29,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,AR,2020-01-15,NA,4,-29.68501295,10.15601322,3.47,36.34,1.75,0.26,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,AR,2020-01-15,NA,5,-29.874315,11.53185444,2.99,46.59,2.51,0.19,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,AR,2020-01-15,NA,6,-29.16392344,9.624916467,4.81,30.57,1.81,0.27,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,BB,2020-01-15,NA,1,-13.88236293,4.850056007,10.34,33.56,2.24,0.57,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,BB,2020-01-15,NA,2,-15.12198602,6.474410426,4.69,38.02,2.12,0.42,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,CB,2020-01-15,NA,1,-13.24321408,4.280880616,9.15,30.73,2.52,0.41,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,CB,2020-01-15,NA,2,-13.02032618,4.394114452,12.77,30.81,1.37,0.46,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,EM,2020-01-15,NA,1,-30.29261146,7.524579106,4.74,41.75,1.28,0.2,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,EM,2020-01-15,NA,2,-28.52986336,4.570478658,6.53,46.67,1.17,0.17,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,EM,2020-01-15,NA,3,-28.49729526,4.394114452,5.22,47.17,1.02,0.26,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,GC,2020-01-15,NA,6,-28.78531935,2.212609474,1.24,43.18,0.55,0.26,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,GC,2020-01-15,NA,3,-30.4432389,3.524318255,-0.13,45.45,0.48,0.14,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,GC,2020-01-15,NA,4,-29.44787652,2.576360649,9.33,42.29,2.03,0.17,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,GC,2020-01-15,NA,5,-27.57521109,2.679573792,-0.59,45.41,1.01,0.14,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,GC,2020-01-15,NA,1,-28.55632493,4.934229833,-0.93,44.98,1.4,0.27,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,GC,2020-01-15,NA,2,-28.33954356,2.023218367,-0.84,42.43,1.24,0.2,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,GC,2020-01-15,NA,7,-31.57803344,10.85144935,-3.2,43.1,2.53,0.13,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,HB,2020-01-15,NA,1,-13.13635002,12.1120526,13.94,39.26,0.74,0.49,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,HB,2020-01-15,NA,2,-18.56199098,11.64108,14.17,26.68,1.79,0.28,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,HB,2020-01-15,NA,3,-18.46937547,14.45990109,15.04,6.33,0.81,0.32,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,HB,2020-01-15,NA,4,-17.6338003,7.847245437,15.06,32.67,1.83,0.53,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,LB,2020-01-15,NA,1,-25.557007,5.190759587,9.57,39.81,0.9,0.61,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,LB,2020-01-15,NA,2,-15.49346585,6.796074688,10.05,17.01,0.82,0.32,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,LN,2020-01-15,NA,1,-27.41644163,6.898285762,1.55,43.68,1.06,0.59,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,LN,2020-01-15,NA,2,-25.70661668,5.04746367,1.72,40.23,1.77,0.41,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,LN,2020-01-15,NA,3,-28.14108173,5.317020325,3.61,41.43,1.73,0.54,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,MR,2020-01-15,NA,2,-27.118240019999998,11.987796,6.71,27.54,1.94,0.17,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,MR,2020-01-15,NA,3,-25.58753958,10.3464064,4.96,9.6,1.44,0.28,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,MR,2020-01-15,NA,1,-29.441770000000002,3.386032685,1.1,44.9,0.89,0.26,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,NB,2020-01-15,NA,1,-14.84006845,5.532465236,12.85,29.94,2.22,0.64,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,NB,2020-01-15,NA,2,-15.97995176,6.295040012,6.5,29.01,2.02,0.79,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,PL,2020-01-15,NA,1,-29.39393561,7.026550639,5.13,37.13,1.21,0.62,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,PL,2020-01-15,NA,2,-27.41193943,1.142743269,5.8,45.48,1.44,0.23,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,SF,2020-01-15,NA,1,-24.73713714,11.79565224,1.61,11.14,1.06,0.24,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,SF,2020-01-15,NA,2,-28.94824657,12.51125832,1.62,24.85,1.74,0.24,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,TR,2020-01-15,NA,1,-28.19834867,9.469332343,9.85,42.38,2.56,0.6,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,TR,2020-01-15,NA,2,-31.68672297,9.427558199,9.38,40.21,1.36,0.35,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,TR,2020-01-15,NA,3,-29.91354233,2.680861121,7.79,42.53,0.97,0.24,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,UN,2020-01-15,NA,4,-26.66922141,8.176529627,4.25,25.55,1.54,0.29,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,UN,2020-01-15,NA,3,-26.79131204,6.426602157,5.78,47.33,2.31,0.24,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,UN,2020-01-15,NA,2,-28.76918031,10.1720082,5.93,28.38,1.27,0.22,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,UN,2020-01-15,NA,5,-28.92993297,10.89964127,1.19,37.35,1.42,0.31,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,UN,2020-01-15,NA,1,-27.65408585,5.311098564,4.05,46.57,1.52,0.34,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,WM,2020-01-15,NA,1,-28.2218073,6.498764115,4.22,43.47,1.57,0.27,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Coarse_detritus,NA,NA,WM,2020-01-15,NA,2,-27.58998827,4.204615216,1.01,43.18,1.16,0.32,NA,NA,Coarse Detritus,Aquatic_Producer,NA,NA,NA
Mix_tv,NA,NA,GC,2020-01-15,NA,1,-31.08289821,3.164613536,1.12,38.97,3.31,0.31,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,GC,2020-01-15,NA,2,-31.84052913,19.88975885,1.46,32.65,2.81,0.32,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,GC,2020-01-15,NA,3,-30.89781253,1.357789046,0.98,41.4,4.41,0.29,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,GC,2020-01-15,NA,4,-30.56120068,12.90183509,3.66,46.33,5.7,0.38,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,GC,2020-01-15,NA,5,-27.53067701,1.047303685,-2.08,44.64,5.43,0.41,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,3,-29.71712865,3.642360366,5.19,42.39,4.07,0.47,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,4,-30.47882738,5.415131623,5.7,38.87,2.1,0.37,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,5,-27.63949111,5.836790774,7.74,46.25,0.95,0.7,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,6,-30.16560547,4.107086842,6.7,32.46,3.12,0.52,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,1,-20.20352162,6.186337197,5.51,42.34,2.97,0.37,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,2,-32.7903644,-1.534732642,5.12,42.91,3.96,0.36,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,8,-30.97510106,5.910906635,5.57,32.06,3.55,0.67,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,9,-32.05815734,0.545519279,7.51,50.44,3.64,0.68,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,10,-31.58629056,6.521861701,5.76,36.74,3.34,0.76,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,LN,2020-01-15,NA,7,-31.549680209999998,5.364051773,2.72,37.64,3.72,0.16,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,PD,2020-01-15,NA,1,-29.2025498,6.998606965,16.88,42.37,3.3,0.46,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,TR,2020-01-15,NA,3,-29.17610899,17.79248032,14.15,36.89,3.9,1.77,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,TR,2020-01-15,NA,4,-29.67238266,3.050435048,12.1,40.28,5.34,0.43,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,TR,2020-01-15,NA,1,-19.74690916,12.02145886,11.16,31.33,1.54,0.25,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,TR,2020-01-15,NA,2,-14.80857931,9.025775905,9.84,34.91,1.44,0.48,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,UN,2020-01-15,NA,11,-27.57440604,4.257321695,4.55,40.58,5.61,1.21,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,UN,2020-01-15,NA,12,-30.74120158,0.68674004,0.98,43.48,3.9,0.56,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
Mix_tv,NA,NA,UN,2020-01-15,NA,13,-28.97780291,5.592408748,-2.25,36.58,3.46,0.46,NA,NA,Mixed TV,Terrestrial_Producer,NA,NA,NA
