pass1,pass2,pass3,site_code,collection_date,genus,species,common_name,order,family,lowest_taxon,guild,transient_type,transient,is_diadromous
0,0,1,WM,2019-03-09,Aphredoderus,sayanus,Pirate Perch,Percopsiformes,Aphredoderidae,A. sayanus,Fish,Freshwater,Freshwater,Freshwater
29,46,4,WM,2019-03-09,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,2,0,MR,2019-03-10,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,MR,2019-03-10,Noturus,gyrinus,Tadpole Madtom Catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
12,0,0,MR,2019-03-10,Brevoortia,patronus,Gulf Menhaden,Clupeiformes,Clupeidae,B. patronus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,MR,2019-03-10,Menidia,beryllina,Brook Silverside,Atheriniformes,Atherinopsidae,M. beryllina,Fish,Freshwater,Freshwater,Freshwater
15,18,15,MR,2019-03-10,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
5,4,4,MR,2019-03-10,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,2,0,MR,2019-03-10,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
0,0,1,MR,2019-03-10,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
58,40,37,MR,2019-03-10,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,PD,2019-03-10,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2019-03-10,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PD,2019-03-10,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2019-03-10,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
1,2,2,PD,2019-03-10,Fundulus,notatus,Black Stripe Topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
4,6,2,PD,2019-03-10,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2019-03-10,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,5,2,PD,2019-03-10,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,AR,2019-03-11,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
7,3,1,AR,2019-03-11,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
9,2,3,AR,2019-03-11,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
9,3,8,AR,2019-03-11,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
7,5,4,AR,2019-03-11,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
6,6,3,AR,2019-03-11,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
3,0,0,AR,2019-03-11,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
4,5,0,AR,2019-03-11,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
4,0,0,AR,2019-03-11,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,1,AR,2019-03-11,Anguilla,rostrata,American Eel,Anguilliformes,Anguillidae,A. rostrata,Fish,Catadromous,Transient,Diadromous
1,0,0,AR,2019-03-11,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,AR,2019-03-11,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
2,2,0,AR,2019-03-11,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
2,1,0,GC,2019-03-12,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
7,0,1,GC,2019-03-12,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
8,2,2,GC,2019-03-12,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2019-03-12,Fundulus,chrysotus,Golden top minnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
11,4,0,GC,2019-03-12,Cambarellus,ninae,Aransas Dwarf Crayfish,Decapoda,Cambaridae,C. ninae,Invertebrate,Freshwater,Freshwater,Freshwater
1,2,2,GC,2019-03-12,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
3,2,0,GC,2019-03-12,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2019-03-12,Micropterus,salmoides,Large Mouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
NA,NA,NA,GC,2019-03-12,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
111,75,28,GC,2019-03-12,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,PL,2019-03-12,Anguilla,rostrata,American Eel,Anguilliformes,Anguillidae,A. rostrata,Fish,Catadromous,Transient,Diadromous
3,3,3,PL,2019-03-12,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
0,0,1,PL,2019-03-12,Ameiurus,natalis,Yellow Bullhead Catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2019-03-12,Cambarellus,ninae,Aransas Dwarf Crayfish,Decapoda,Cambaridae,C. ninae,Invertebrate,Freshwater,Freshwater,Freshwater
12,6,3,PL,2019-03-12,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
4,6,3,PL,2019-03-12,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
2,18,9,PL,2019-03-12,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,PL,2019-03-12,Micropterus,salmoides,Large Mouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,4,0,PL,2019-03-12,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,PL,2019-03-12,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
19,36,31,PL,2019-03-12,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
13,3,2,SF,2019-03-21,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
21,15,5,SF,2019-03-21,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
175,46,33,SF,2019-03-21,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
42,17,20,SF,2019-03-21,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
100,59,15,SF,2019-03-21,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
9,3,3,SF,2019-03-21,Pimephales,vigilax,Bullhead Minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
19,5,9,SF,2019-03-21,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
20,11,10,SF,2019-03-21,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
2,1,2,SF,2019-03-21,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,SF,2019-03-21,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,SF,2019-03-21,Oreochromis,aureus,Blue Tilapia,Cichliformes,Cichlidae,O. aureus,Fish,Freshwater,Freshwater,Freshwater
3,1,0,SF,2019-03-21,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,0,1,SF,2019-03-21,Dorosoma,petenense,Threadfin Shad,Clupeiformes,Clupeidae,D. petenense,Fish,Freshwater,Freshwater,Freshwater
3,2,1,AR,2019-09-17,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
6,3,1,AR,2019-09-17,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2019-09-17,Micropterus,salmoides,Large Mouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2019-09-17,Anguilla,rostrata,American Eel,Anguilliformes,Anguillidae,A. rostrata,Fish,Catadromous,Transient,Diadromous
1,2,4,AR,2019-09-17,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,AR,2019-09-17,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,AR,2019-09-17,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
0,3,1,AR,2019-09-17,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,AR,2019-09-17,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,AR,2019-09-17,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,16,4,SF,2019-09-24,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
4,0,5,SF,2019-09-24,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
12,4,3,SF,2019-09-24,Lepomis,macrochirus,Bluegill/Green hybrid***,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,SF,2019-09-24,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
19,21,13,SF,2019-09-24,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
52,61,44,SF,2019-09-24,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
11,0,1,SF,2019-09-24,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,SF,2019-09-24,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
3,1,1,MR,2019-10-01,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
1,0,0,MR,2019-10-01,Callinectes,sapidus,Blue Crab,Decapoda,Portunidae,C. sapidus,Invertebrate,Euryhaline,Transient,Euryhaline
0,1,0,MR,2019-10-01,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,MR,2019-10-01,Macrobrachium,ohione,Marine shrimp,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
0,1,0,MR,2019-10-01,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
14,17,12,EM,2019-10-02,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
10,8,14,EM,2019-10-02,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
18,25,30,EM,2019-10-02,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
2,1,1,EM,2019-10-02,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
3,2,2,EM,2019-10-02,Noturus,gyrinus,Tadpole Madtom Catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
1,0,2,EM,2019-10-02,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,1,EM,2019-10-02,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,EM,2019-10-02,Micropterus,salmoides,Large Mouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,1,0,EM,2019-10-02,Etheostoma,gracile,Slough Darter,Perciformes,Pecidae,E. gracile,Fish,Freshwater,Freshwater,Freshwater
0,0,1,EM,2019-10-02,Cyprinella,venusta,Black Tail Shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
18,9,10,EM,2019-10-02,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
3,0,0,WM,2019-10-02,Aphredoderus,sayanus,Pirate Perch,Percopsiformes,Aphredoderidae,A. sayanus,Fish,Freshwater,Freshwater,Freshwater
4,0,0,WM,2019-10-02,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
5,3,3,WM,2019-10-02,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2019-10-02,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,WM,2019-10-02,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2019-10-02,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2019-10-02,Lepomis,cyanellus,Warmouth/Green hybrid***,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
0,0,7,WM,2019-10-02,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,PL,2019-10-05,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,PL,2019-10-05,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
2,1,0,PL,2019-10-05,Mugil,cephalus,Striped Mullet,Mugiliformes,Mugilidae,M. cephalus,Fish,Anadromous,Transient,Diadromous
24,18,9,PL,2019-10-05,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
6,4,1,PL,2019-10-05,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
5,2,1,PL,2019-10-05,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
3,1,0,PL,2019-10-05,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
8,4,2,PL,2019-10-05,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
10,0,3,PL,2019-10-05,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,2,0,PL,2019-10-05,Ameiurus,natalis,Yellow Bullhead Catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
1,2,0,PL,2019-10-05,Micropterus,salmoides,Large Mouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2019-10-05,Ameiurus,melas,Black bullhead catfish,Siluriformes,Ictaluridae,A. melas,Fish,Freshwater,Freshwater,Freshwater
4,2,0,PL,2019-10-05,Trinectes,maculatus,Hogchoker,Pleuronectiformes,Achiridae,T. maculatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,PL,2019-10-05,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
225,130,35,PL,2019-10-05,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
17,1,0,PL,2019-10-05,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,0,1,PL,2019-10-05,Callinectes,sapidus,Blue crab,Decapoda,Portunidae,C. sapidus,Invertebrate,Euryhaline,Transient,Euryhaline
1,3,3,GC,2019-10-08,Micropterus,salmoides,Large Mouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
5,10,8,GC,2019-10-08,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
4,2,3,GC,2019-10-08,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
6,10,12,GC,2019-10-08,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
7,21,20,GC,2019-10-08,Lepomis,megalotis,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
7,15,22,GC,2019-10-08,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,1,1,GC,2019-10-08,Lepomis,microlophus,Redear Sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2019-10-08,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
3,1,0,GC,2019-10-08,Lepomis,humilis,Orange Spotted Sunfish,Centrarchiformes,Centrarchidae,L. humilis,Fish,Freshwater,Freshwater,Freshwater
1,3,1,GC,2019-10-08,Fundulus,notatus,Black Stripe Topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,GC,2019-10-08,Etheostoma,gracile,Slough Darter,Perciformes,Pecidae,E. gracile,Fish,Freshwater,Freshwater,Freshwater
2,3,2,GC,2019-10-08,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2019-10-08,Ameiurus,natalis,Yellow Bullhead Catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,GC,2019-10-08,Noturus,gyrinus,Tadpole Madtom Catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
NA,NA,NA,GC,2019-10-08,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,PD,2019-10-09,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2019-10-09,Cyprinus,carpio,Common Carp,Cyprinodontiformes,Cyprinidae,C. carpio,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2019-10-09,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PD,2019-10-09,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,0,1,PD,2019-10-09,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,1,1,PD,2019-10-09,Lepomis,auritus,Juvenile Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
2,6,7,PD,2019-10-09,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,1,1,PD,2019-10-09,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,2,0,PD,2019-10-09,Micropterus,salmoides,Large Mouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,3,1,PD,2019-10-09,Fundulus,chrysotus,Golden Top Minnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,PD,2019-10-09,Fundulus,notatus,Black Stripe Topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
0,1,3,PD,2019-10-09,Lepomis,auritus,Redbreast Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
0,0,3,PD,2019-10-09,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,PD,2019-10-09,Lepomis,marginatus,Dollar Sunfish,Centrarchiformes,Centrarchidae,L. marginatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,TR,2019-10-09,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
2,1,0,TR,2019-10-09,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,0,TR,2019-10-09,Micropterus,salmoides,Large Mouth Bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,0,0,TR,2019-10-09,Cyprinodon,variegatus,Sheephead Minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
0,2,0,TR,2019-10-09,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,TR,2019-10-09,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,TR,2019-10-09,Fundulus,grandis,Gulf Killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
156,176,84,SF,2020-01-13,Poecilia,latipinna,Sailfin Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
53,67,23,SF,2020-01-13,Poecilia,latipinna,Amazon Molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
3,9,1,SF,2020-01-13,Astyanax,mexicanus,Mexican Tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
27,12,8,SF,2020-01-13,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
3,1,4,SF,2020-01-13,Lepomis,cyanellus,Green Sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
